NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,geometry,distance_to_river
bekasi,cikarangutara,46.96,100.304,40.38,17.902,Built-up,0.357,0.13,35.485,2020,11,1,-6.2754,107.1556,POINT (738491.8676292902 9305861.400529686),4805.7551362756185
Merangin,tabir,54.146,91.245,27.83,94.433,Unknown,0.67,0.612,38.95,2020,11,1,-1.8118,102.2649,POINT (195686.83810193697 9799511.214643588),1717.7211994844652
Lahat,gumaytalang,45.18,65.394,27.43,254.938,Tree Cover,0.582,2.093,37.565,2020,2,1,-3.7805,103.4589,POINT (328864.228812455 9581983.298195729),115.65132573431569
Aceh Singkil,gunungmeriah,60.672,102.33,29.7,44.617,Unknown,0.807,0.61,36.152,2024,10,1,2.3838,97.9621,POINT (-284450.50606560556 10265494.668557681),1331.0612339303098
bogor,leuwiliang,73.258,122.361,27.66,556.464,Tree cover,0.758,3.837,38.504,2020,5,1,-6.6402,106.6099,POINT (677970.7707970623 9265736.29904008),53032.8508155092
Aceh Jaya,kruengsabee,81.309,102.322,25.56,320.73,Unknown,0.606,3.881,34.844,2023,11,1,4.7848,95.7903,POINT (-525655.1891177514 10535797.716389978),36803.64166840456
Bandung Barat,rongga,43.013,90.298,26.26,885.44,Tree Cover,0.775,3.823,37.063,2024,3,1,-6.97,107.2564,POINT (749300.5524556336 9228971.599075694),13007.048750543052
Kota Medan,medanlabuhan,42.337,77.574,28.84,4.176,Mangroves,0.4,0.069,34.502,2020,12,1,3.719,98.695,POINT (-201535.9097697446 10413578.43539879),1808.2391181347784
Aceh Tenggara,babussalam,41.555,67.743,27.87,194.297,Tree Cover,0.575,2.987,37.476,2024,12,1,3.4886,97.8058,POINT (-301167.2419066605 10388672.837924432),569.7498259646796
depok,cilodong,51.714,80.325,36.71,106.017,Built-up,0.462,0.295,40.884,2022,4,1,-6.4303,106.8379,POINT (703268.3825380037 9288863.5387525),20374.375232838367
kota tangerang,karangtengah,17.845,48.557,36.24,13.076,Built-up,0.358,0.156,35.44,2022,7,1,-6.2101,106.7097,POINT (689165.4297441512 9313265.058075389),10568.381295154777
Kota Solok,lubuksikarah,34.825,51.607,28.32,757.448,Unknown,0.674,5.064,32.704,2021,9,1,-0.795,100.6108,POINT (11157.227669837652 9911868.372773133),2880.2633511043227
Lahat,kikimselatan,57.844,75.717,26.97,379.373,Tree Cover,0.472,3.562,38.229,2023,3,1,-3.7593,103.2024,POINT (300366.96490196546 9584273.037356665),3031.209427497767
Rokan Hulu,kabun,53.651,121.337,29.48,100.132,Unknown,0.708,1.065,38.025,2022,11,1,0.465,100.746,POINT (26213.417713375762 10051539.425432408),9461.458682485707
Aceh Tenggara,bambel,49.97,86.089,25.54,848.137,Unknown,0.74,11.361,37.086,2021,5,1,3.439,97.9022,POINT (-290417.8877507815 10383065.702987965),6308.213916414235
kota bekasi,rawalumbu,24.616,40.529,36.54,27.96,Built-up,0.357,0.131,38.563,2021,5,1,-6.2812,106.9942,POINT (720625.0314596968 9305290.61433063),1022.5795833735152
Way Kanan,rebangtangkas,54.656,80.232,29.15,220.437,Unknown,0.711,1.195,33.485,2023,3,1,-4.661,104.3602,POINT (429038.6878503109 9484775.861852903),1998.6277272752989
bekasi,tambunutara,36.686,83.239,39.01,8.214,Built-up,0.388,0.091,35.536,2020,11,1,-6.1927,107.0611,POINT (728067.7648345209 9315051.227006018),1908.953130701525
Aceh Tenggara,semadam,67.545,118.927,30.39,152.073,Unknown,0.535,2.278,38.415,2023,11,1,3.3881,97.8827,POINT (-292642.7905041658 10377412.180156399),2611.9935193583356
Asahan,setiajanji,43.93,70.253,28.45,56.632,Tree Cover,0.678,0.375,36.071,2021,11,1,2.9372,99.4891,POINT (-113372.83297794068 10326166.786050096),27407.57907351617
jakarta selatan,mampangprapatan,78.918,125.259,36.65,21.604,Built-up,0.205,0.146,40.037,2021,2,1,-6.2523,106.821,POINT (701467.7838377365 9308556.750728808),17264.707909815726
Agam,malalak,39.155,62.188,23.91,1017.242,Unknown,0.729,10.661,32.687,2024,5,1,-0.4131,100.2719,POINT (-26707.672295789 9954183.071584955),10874.555621030873
Aceh Tamiang,manyakpayed,59.682,74.899,22.97,26.198,Tree Cover,0.48,0.33,35.542,2022,10,1,4.4313,98.0264,POINT (-275589.9965954885 10493462.123315757),11064.468811624618
Ogan Ilir,payaraman,54.296,96.386,27.27,29.598,Tree Cover,0.6,0.173,38.998,2024,2,1,-3.4351,104.5237,POINT (447093.71539867145 9620300.497246007),10355.581842538337
bekasi,babelan,16.804,27.2,36.68,3.768,Cropland,0.397,0.07,32.317,2020,10,1,-6.1257,107.0341,POINT (725107.1202413068 9322473.716638114),2308.6115991176976
Gayo Lues,dabungelang,24.3,69.043,24.23,1532.616,Tree Cover,0.828,6.686,35.246,2024,4,1,3.9627,97.492,POINT (-335857.02274110564 10441805.620293789),10418.208413828339
kota bekasi,medansatria,47.795,91.858,39.48,10.53,Built-up,0.213,0.136,37.369,2022,1,1,-6.1989,106.9836,POINT (719486.1252142986 9314398.135579042),4106.531022256997
Pidie Jaya,trienggadeng,96.023,219.0,27.59,93.269,Unknown,0.701,2.421,37.115,2023,1,1,5.2194,96.1717,POINT (-482177.83152812 10583841.66910696),46718.27275298994
kota tangerang,cibodas,65.386,112.318,38.47,19.751,Built-up,0.186,0.128,38.758,2021,2,1,-6.2058,106.608,POINT (677911.5369416502 9313775.838005653),5060.167197846576
bogor,kemang,81.08,134.088,27.06,143.048,Tree cover,0.475,0.625,40.222,2024,1,1,-6.5025,106.7345,POINT (691801.7678516274 9280918.616258861),34237.87272950079
Langkat,hinai,49.161,110.786,29.87,8.112,Unknown,0.193,0.091,34.555,2024,11,1,3.833,98.4285,POINT (-231219.93454842863 10426480.573751684),4379.509695412987
Aceh Tenggara,bambel,45.95,67.505,26.51,848.137,Unknown,0.629,11.361,38.928,2023,8,1,3.439,97.9022,POINT (-290417.8877507815 10383065.702987965),6308.213916414235
bekasi,cikarangutara,36.314,58.629,38.87,17.902,Built-up,0.405,0.13,39.085,2020,3,1,-6.2754,107.1556,POINT (738491.8676292902 9305861.400529686),4805.7551362756185
Tanggamus,kotaagungbarat,23.215,44.085,27.79,98.676,Unknown,0.762,2.575,30.91,2024,5,1,-5.4694,104.5821,POINT (453708.0909264565 9395432.46847397),7474.178003116273
jakarta timur,cipayung,70.689,128.832,30.02,48.413,Built-up,0.267,0.257,41.65,2020,2,1,-6.3253,106.9036,POINT (710580.1393884851 9300450.335044367),7931.638767859615
bekasi,tarumajaya,29.292,72.455,33.32,2.309,Cropland,0.362,0.051,38.73,2021,12,1,-6.1219,106.9975,POINT (721056.6532462637 9322909.249074582),6038.934115831728
Cianjur,cilaku,44.756,105.784,29.83,419.165,Unknown,0.612,1.035,37.86,2023,3,1,-6.8686,107.1512,POINT (737722.7195653189 9240243.011088643),17858.80743186633
Aceh Selatan,sawang,71.628,114.943,24.61,712.277,Tree Cover,0.691,9.83,29.59,2021,3,1,3.429,97.1746,POINT (-371936.3340516209 10382590.437697938),49911.872534054506
Ogan Komering Ulu,lengkiti,33.454,76.013,27.33,309.833,Tree Cover,0.814,2.524,34.822,2024,5,1,-4.3244,104.0178,POINT (391009.4925380494 9521944.318604182),1304.7937338595355
Lebak,cibadak,41.485,54.115,33.7,37.88,Unknown,0.585,0.518,36.847,2020,10,1,-6.3331,106.2251,POINT (635506.6931775727 9299813.784064705),45413.304487597954
Aceh Timur,julok,47.947,72.031,27.66,27.334,Unknown,0.464,0.476,39.209,2022,10,1,5.0373,97.601,POINT (-322433.58032054896 10561469.833632762),3610.4650980114498
Pesisir Selatan,lengayang,17.194,27.085,24.27,662.353,Unknown,0.85,6.473,31.263,2023,7,1,-1.5744,100.8304,POINT (35789.833642512036 9825516.349235313),1233.1981139311
kota bekasi,rawalumbu,31.088,55.103,38.77,27.96,Built-up,0.332,0.131,39.8,2022,4,1,-6.2812,106.9942,POINT (720625.0314596968 9305290.61433063),1022.5795833735152
tangerang,gunungkaler,33.612,81.867,31.3,8.194,Cropland,0.488,0.068,37.105,2023,1,1,-6.0957,106.3742,POINT (652069.5520153408 9326022.848388338),24750.374204487278
Indragiri Hilir,tembilahanhulu,68.069,107.285,25.48,6.482,Unknown,0.495,0.091,34.484,2022,10,1,-0.3837,103.0867,POINT (287062.513387789 9957565.798794016),1286.796277070806
Tapanuli Tengah,barus,97.854,141.07,31.84,18.613,Tree Cover,0.501,0.759,33.636,2022,11,1,2.0246,98.4114,POINT (-234318.63456096163 10225276.69054896),27843.47026580752
jakarta selatan,pancoran,37.604,64.61,38.94,25.372,Built-up,0.285,0.19,39.913,2020,4,1,-6.2553,106.8436,POINT (703967.8326256706 9308216.238014292),14744.299657789503
Tapanuli Selatan,sayurmatinggi,72.376,114.663,26.81,439.35,Unknown,0.531,6.938,38.713,2022,11,1,1.1111,99.3353,POINT (-131256.97343696887 10123416.70488201),6133.149314131361
Ogan Komering Ulu,semidangaji,32.693,71.899,27.54,135.718,Unknown,0.833,0.925,35.748,2024,5,1,-4.0293,103.9859,POINT (387427.26304797165 9554563.912458172),2198.917890766859
jakarta selatan,cilandak,33.336,45.365,38.64,37.329,Built-up,0.263,0.193,39.122,2020,10,1,-6.2927,106.7933,POINT (698386.8964305667 9304099.18495587),19707.881123161744
Nagan Raya,seunagan,62.322,88.391,30.2,42.569,Unknown,0.665,0.521,31.522,2023,11,1,4.229,96.3021,POINT (-468953.886285987 10472895.532329885),27457.91177886715
Mandailing Natal,batangnatal,19.7,42.915,24.48,761.96,Tree Cover,0.695,7.121,32.197,2023,9,1,0.665,99.4325,POINT (-120465.4471523061 10073853.231718749),278.25362764366184
Simeulue,teupahbarat,59.228,112.8,25.48,140.595,Tree Cover,0.664,3.057,38.571,2023,12,1,2.4857,96.2329,POINT (-478484.08614339074 10278012.441096345),45636.93779120598
Tanggamus,semaka,75.016,125.645,26.86,275.773,Unknown,0.698,5.769,38.915,2020,1,1,-5.4899,104.4655,POINT (440793.68359612767 9393156.065187624),3397.635777656782
Pesisir Selatan,linggosaribaganti,39.826,84.567,26.98,631.543,Unknown,0.818,5.775,32.082,2024,3,1,-1.8211,100.9866,POINT (53265.92125693383 9798215.214231921),345.2069529188436
Kuantan Singingi,kuantanmudik,60.184,92.707,27.07,126.403,Tree Cover,0.7,1.131,38.499,2024,5,1,-0.7798,101.6419,POINT (126146.45863980253 9913659.382259926),8962.457111465512
Bintan,mantang,17.887,80.783,28.79,6.956,Unknown,0.526,0.323,22.134,2024,2,1,0.7759,104.5936,POINT (454781.59219480725 10085762.487077381),99855.73442716303
tangerang,kronjo,32.86,80.508,31.91,4.048,Cropland,0.433,0.069,37.105,2023,1,1,-6.0703,106.4282,POINT (658053.8304056993 9328815.962244237),20031.100360387132
Aceh Selatan,meukek,43.167,62.908,22.21,1197.789,Tree Cover,0.854,10.954,32.585,2023,5,1,3.5632,97.1723,POINT (-372068.6718962969 10397565.656753924),35071.75602106706
bogor,cibinong,48.717,78.003,36.18,134.037,Built-up,0.419,0.322,39.911,2022,1,1,-6.4839,106.8354,POINT (702970.4306183332 9282936.384730982),24978.971102626823
Agam,kamangmagek,44.595,94.595,23.76,1065.463,Tree Cover,0.46,6.346,32.954,2020,1,1,-0.1963,100.4105,POINT (-11244.155596392113 9978232.684877833),10603.858258986565
Pasaman Barat,kinali,58.412,106.398,30.34,106.505,Tree Cover,0.822,1.69,33.488,2020,1,1,-0.067,99.8918,POINT (-69173.99738959665 9992564.75717217),9796.126126912137
Simeulue,simeuluetimur,82.784,212.256,28.2,84.736,Unknown,0.691,2.529,37.652,2020,7,1,2.4878,96.327,POINT (-467898.6395375 10278176.835463218),53440.60098725102
Serang,tunjungteja,62.755,106.867,28.98,47.692,Unknown,0.578,0.6,39.412,2021,2,1,-6.2809,106.2323,POINT (636316.8350933273 9305583.578719217),42377.63191346652
Pidie,padangtiji,90.294,207.883,26.73,162.129,Tree Cover,0.744,2.874,30.91,2023,1,1,5.3536,95.8174,POINT (-521701.4682472766 10599439.747733068),12549.904344030925
Aceh Selatan,samadua,75.975,111.465,26.66,534.657,Unknown,0.72,8.676,31.657,2024,5,1,3.3469,97.1932,POINT (-369925.1599343942 10373413.609162541),53728.128446888295
Muara Enim,muaraenim,42.436,63.018,26.77,67.943,Unknown,0.519,0.6,37.523,2020,2,1,-3.665,103.806,POINT (367398.02004433644 9594813.508150738),2205.4185854553566
Solok Selatan,sangirbatanghari,60.803,88.353,25.99,283.968,Tree Cover,0.61,2.311,38.595,2024,1,1,-1.2313,101.3482,POINT (93462.35290485295 9863625.46037797),1836.954816674969
jakarta timur,ciracas,52.277,112.199,39.98,53.48,Built-up,0.311,0.263,40.506,2020,11,1,-6.3339,106.8784,POINT (707788.0364956328 9299509.302393299),10877.117567142148
bekasi,cibarusah,53.213,89.295,31.03,52.034,Cropland,0.603,0.394,38.493,2024,1,1,-6.434,107.1108,POINT (733461.4746382552 9288337.678069357),9374.299225464703
bogor,cisarua,71.787,140.153,27.38,1216.752,Tree cover,0.479,7.714,38.223,2022,10,1,-6.6985,106.9552,POINT (716130.5715376361 9259150.427675135),37128.79056314979
Lebak,cibeber,62.125,118.382,25.07,826.833,Tree Cover,0.695,5.601,38.625,2024,3,1,-6.7738,106.3643,POINT (650773.6784845616 9251044.882021666),73258.17195014148
Karawang,ciampel,78.995,125.876,25.66,63.07,Unknown,0.51,1.106,42.628,2021,2,1,-6.43,107.3329,POINT (758041.1858433199 9288673.357278364),3749.2589865260948
Aceh Jaya,setiabakti,93.076,221.89,27.5,368.43,Unknown,0.79,3.806,35.666,2021,3,1,4.8045,95.6418,POINT (-542308.8650801915 10538232.00020504),36189.84516090719
Nias Utara,lotu,94.822,147.168,28.12,77.914,Unknown,0.582,1.763,39.066,2022,11,1,1.4213,97.3627,POINT (-352121.6753048996 10158511.735410765),101556.66034921788
Pidie,delima,96.319,214.995,29.64,18.106,Cropland,0.603,0.262,30.857,2023,1,1,5.3369,95.8997,POINT (-512495.10939932114 10597431.795365296),21241.03010333819
Kuantan Singingi,inuman,60.219,98.686,27.35,57.356,Tree Cover,0.666,0.422,38.554,2024,5,1,-0.4883,101.801,POINT (143857.9290464637 9945943.366944022),1038.12553359927
jakarta barat,kebonjeruk,21.933,34.546,40.26,10.059,Built-up,0.229,0.118,37.159,2020,10,1,-6.1895,106.7691,POINT (695747.2113887263 9315521.715112217),15923.617522528884
jakarta selatan,kebayoranbaru,66.954,107.513,39.11,22.272,Built-up,0.247,0.16,38.506,2020,1,1,-6.2447,106.8014,POINT (699301.4932193585 9309404.75762855),19552.24546024229
Aceh Barat Daya,manggeng,69.844,86.895,29.9,9.582,Unknown,0.57,0.31,29.756,2023,3,1,3.6216,96.9206,POINT (-400236.05066525505 10404330.623017222),14906.403008727279
jakarta selatan,pasarminggu,77.539,119.762,36.65,35.89,Built-up,0.202,0.23,41.613,2021,2,1,-6.2908,106.8293,POINT (702371.5107982769 9304295.513591386),15737.245241854227
Pesawaran,waylima,59.85,90.652,27.63,170.164,Unknown,0.732,1.791,33.622,2023,3,1,-5.4305,105.0232,POINT (502570.06942846935 9399748.51869562),4998.317994601577
Simeulue,salang,44.255,73.581,23.05,58.458,Unknown,0.338,1.437,37.98,2023,9,1,2.6767,95.8605,POINT (-520241.46593262267 10299682.746351868),9831.1467503908
Sukabumi,cisolok,93.514,168.815,25.820526315789472,615.263,Unknown,0.462,5.707,38.07,2024,12,1,-6.8781,106.4598,POINT (661294.9543100469 9239480.608847095),81184.9534002058
Aceh Utara,langkahan,20.387,38.879,28.64,70.801,Tree Cover,0.713,1.152,36.213,2023,2,1,4.8834,97.4394,POINT (-340695.95542132005 10544518.330982),4559.468070924851
jakarta selatan,jagakarsa,14.654,26.234,36.53,57.304,Built-up,0.416,0.27,38.326,2021,8,1,-6.334,106.8224,POINT (701591.210598548 9299520.329063168),16890.420073910685
Aceh Selatan,tapaktuan,73.602,108.596,24.3,601.413,Unknown,0.693,10.497,33.192,2024,5,1,3.2862,97.2287,POINT (-365998.34315983136 10366610.227532897),46018.041484450085
Sukabumi,pabuaran,75.463,153.712,23.75,504.043,Unknown,0.386,3.033,37.863,2022,10,1,-7.1925,106.7872,POINT (697347.2843839729 9204585.38394323),69907.52452550082
tangerang,cikupa,68.135,117.93,28.85,25.2,Built-up,0.252,0.147,38.949,2021,2,1,-6.218,106.5159,POINT (667715.1820186134 9312456.792871252),11388.020621297777
Aceh Jaya,setiabakti,51.633,116.674,27.05,368.43,Unknown,0.875,3.806,36.089,2022,1,1,4.8045,95.6418,POINT (-542308.8650801915 10538232.00020504),36189.84516090719
Kota Medan,medanjohor,46.1,93.792,41.91,42.119,Unknown,0.279,0.225,34.514,2024,11,1,3.5292,98.6696,POINT (-204521.61533445364 10392490.83539822),1271.5895746300525
bogor,tamansari,87.821,162.953,30.0,715.585,Tree cover,0.556,6.987,38.084,2020,11,1,-6.6564,106.7458,POINT (692992.262812293 9263893.753955958),46307.84986100699
Kota Sukabumi,warudoyong,18.522,33.338,30.97,546.437,Unknown,0.549,1.697,36.991,2024,5,1,-6.9307,106.9131,POINT (711373.2730371894 9233486.054488542),44555.713669283046
Aceh Tamiang,tamianghulu,83.34,135.44,28.24,371.132,Unknown,0.372,5.063,39.038,2022,12,1,4.1578,97.8477,POINT (-295852.90586412617 10463185.714528266),703.4906438807042
Padang Pariaman,vkototimur,45.697,87.212,26.9,289.163,Unknown,0.732,3.428,31.051,2024,10,1,-0.4885,100.1884,POINT (-36025.85823945678 9945813.821758019),16654.24096303588
Langkat,padangtualang,82.041,138.409,29.92,24.96,Tree Cover,0.49,0.351,34.85,2022,12,1,3.8143,98.3232,POINT (-243005.79515386652 10424490.864820136),1599.274237913497
Aceh Tamiang,bandamulia,51.48,89.129,30.75,2.759,Unknown,0.483,0.076,32.32,2023,1,1,4.4445,98.1422,POINT (-262635.2843300706 10494810.37743681),4079.771668284853
kota tangerang,tangerang,69.792,117.907,38.47,17.193,Built-up,0.24,0.112,38.771,2020,2,1,-6.1888,106.6406,POINT (681525.2226296525 9315644.76685823),3417.4577635056903
Langkat,hinai,23.013,25.694,28.38,8.112,Unknown,0.753,0.091,33.677,2024,12,1,3.833,98.4285,POINT (-231219.93454842863 10426480.573751684),4379.509695412987
Merangin,margotabir,47.342,90.706,29.86,69.54,Unknown,0.474,0.243,38.745,2023,12,1,-1.8795,102.3747,POINT (207923.26270251203 9792038.44833198),2396.3544903047077
Pasaman Barat,sungaiberemas,66.269,169.725,27.81,39.765,Tree Cover,0.682,1.259,41.08,2024,3,1,0.2616,99.3461,POINT (-130161.41324895399 10029056.9726581),15284.237718779626
Indragiri Hilir,tembilahanhulu,57.19,110.219,29.6,6.482,Unknown,0.665,0.091,34.664,2022,11,1,-0.3837,103.0867,POINT (287062.513387789 9957565.798794016),1286.796277070806
Pesisir Selatan,lengayang,37.135,60.436,22.84,662.353,Unknown,0.624,6.473,31.807,2024,12,1,-1.5744,100.8304,POINT (35789.833642512036 9825516.349235313),1233.1981139311
Lingga,lingga,78.801,187.64,24.51,116.303,Unknown,0.486,3.472,24.877,2021,1,1,-0.2067,104.6142,POINT (457070.0701815652 9977152.917048752),22455.556989926867
kota tangerang,jatiuwung,34.429,61.409,39.88,20.101,Built-up,0.306,0.172,37.295,2022,4,1,-6.198,106.5753,POINT (674295.2165993899 9314649.264183594),5792.12393896809
Kerinci,gunungtujuh,19.187,27.154,19.56,1756.051,Tree Cover,0.66,7.315,36.058,2021,6,1,-1.7283,101.3688,POINT (95848.96786505479 9808583.692320764),2257.01649628888
Pandeglang,cigeulis,123.272,215.555,18.57,107.845,Tree Cover,0.458,1.939,38.746,2024,12,1,-6.6181,105.6846,POINT (575676.3441231156 9268416.411234077),110656.10169935382
bekasi,cikarangtimur,38.64,62.01,31.04,15.164,Cropland,0.385,0.085,38.641,2024,1,1,-6.2885,107.209,POINT (744396.6780989647 9304387.603264712),6480.645464023057
kota bekasi,bekasibarat,16.507,37.808,36.76,17.765,Built-up,0.285,0.161,36.898,2021,6,1,-6.2336,106.9628,POINT (717169.4640095786 9310568.642974202),4063.332701119282
Tapanuli Tengah,barusutara,94.239,132.177,30.0,97.712,Tree Cover,0.66,1.862,33.636,2022,11,1,2.0606,98.4329,POINT (-231895.35809249862 10229272.409174152),23990.381978335536
Batu Bara,medangderas,63.567,150.881,32.18,5.006,Unknown,0.268,0.085,38.785,2023,10,1,3.3788,99.3629,POINT (-127197.4128107056 10375286.163826218),65564.00335046611
Aceh Jaya,kruengsabee,68.774,115.974,26.2,320.73,Unknown,0.88,3.881,34.943,2023,12,1,4.7848,95.7903,POINT (-525655.1891177514 10535797.716389978),36803.64166840456
jakarta selatan,pancoran,55.593,102.772,39.0,25.372,Built-up,0.202,0.19,40.331,2021,11,1,-6.2553,106.8436,POINT (703967.8326256706 9308216.238014292),14744.299657789503
Aceh Tenggara,lawesumur,39.768,63.844,23.65,894.787,Unknown,0.693,9.483,37.47,2024,12,1,3.4784,97.8848,POINT (-292332.5093157091 10387469.091067405),6925.6603935846815
Aceh Barat,sungaimas,44.887,64.969,26.13,602.564,Tree Cover,0.705,5.115,32.465,2024,9,1,4.622,96.2158,POINT (-478118.8331068676 10516959.141478233),63294.6166500749
Karawang,telukjambebarat,40.131,56.048,31.01,42.015,Unknown,0.491,0.526,40.334,2024,2,1,-6.3574,107.2456,POINT (748415.0885182879 9296748.145980407),5438.085609996618
Aceh Besar,peukanbada,27.649,75.893,29.35,71.268,Unknown,0.691,3.681,35.414750000000005,2021,7,1,5.5408,95.2417,POINT (-586013.9944211685 10621439.59074049),8752.574663260579
Mandailing Natal,natal,26.136,59.177,26.38,285.841,Unknown,0.71,3.636,36.888,2023,9,1,0.7159,99.184,POINT (-148246.3922922489 10079540.664574997),13743.299415495356
Aceh Tenggara,bambel,42.261,62.891,25.97,848.137,Unknown,0.786,11.361,37.87,2024,8,1,3.439,97.9022,POINT (-290417.8877507815 10383065.702987965),6308.213916414235
kota bogor,bogorselatan,79.613,142.006,33.17,368.391,Tree cover,0.619,1.807,38.249,2022,4,1,-6.6447,106.8135,POINT (700483.4164981227 9265160.801727852),41550.66807169772
Aceh Utara,samudera,41.772,58.614,30.010000000000005,6.994,Tree Cover,0.172,0.11,33.3,2022,10,1,5.1223,97.2268,POINT (-364161.36448978365 10571441.327109648),31308.889002450545
jakarta barat,kebonjeruk,23.883,41.692,39.72,10.059,Built-up,0.265,0.118,37.559,2022,4,1,-6.1895,106.7691,POINT (695747.2113887263 9315521.715112217),15923.617522528884
